青皇冠,1.50,1.60,1.70,梨类,斤,2021-07-19
绿宝石,1.40,1.50,1.60,梨类,斤,2021-07-19
丰水梨,1.20,1.60,2.00,梨类,斤,2021-07-19
酥梨,1.50,1.60,1.70,梨类,斤,2021-07-19
库尔勒香梨,3.00,3.25,3.50,梨类,斤,2021-07-19
红香酥梨7号,1.30,1.40,1.50,梨类,斤,2021-07-19
红啤梨,3.00,3.25,3.50,梨类,斤,2021-07-19
早酥梨,1.20,1.35,1.50,梨类,斤,2021-07-19
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-19
伦晚,2.40,2.70,3.00,柑橘类,斤,2021-07-19
油桃,1.20,2.60,4.00,桃李杏类,斤,2021-07-19
蟠桃,3.50,5.00,6.50,桃李杏类,斤,2021-07-19
水蜜桃,4.00,6.50,9.00,桃李杏类,斤,2021-07-19
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-19
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-19
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-19
京红桃,1.80,2.40,3.00,桃李杏类,斤,2021-07-19
黄油蟠,3.50,4.75,6.00,桃李杏类,斤,2021-07-19
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-19
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-19
红啤梨,3.00,3.25,3.50,梨类,斤,2021-07-15
早酥梨,1.20,1.35,1.50,梨类,斤,2021-07-15
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-15
伦晚,2.40,2.70,3.00,柑橘类,斤,2021-07-15
油桃,1.20,2.60,4.00,桃李杏类,斤,2021-07-15
蟠桃,3.50,5.00,6.50,桃李杏类,斤,2021-07-15
水蜜桃,4.00,6.50,9.00,桃李杏类,斤,2021-07-15
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-15
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-15
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-15
京红桃,1.80,2.40,3.00,桃李杏类,斤,2021-07-15
黄油蟠,3.50,4.75,6.00,桃李杏类,斤,2021-07-15
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-15
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-15
吊干杏,12.00,15.00,18.00,桃李杏类,斤,2021-07-15
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-15
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-15
串红杏,1.00,1.25,1.50,桃李杏类,斤,2021-07-15
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-15
麒麟、甜蜜蜜,1.60,2.00,2.40,西瓜类,斤,2021-07-15
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-19
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-19
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-19
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-19
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-19
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-19
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-19
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-19
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-19
台农小芒果,3.00,3.50,4.00,芒果类,斤,2021-07-19
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-19
红金龙,3.50,4.50,5.50,芒果类,斤,2021-07-19
热龙芒果,3.50,3.75,4.00,芒果类,斤,2021-07-19
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-19
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-07-19
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-19
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-19
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-19
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-19
金煌芒果,3.00,3.50,4.00,芒果类,斤,2021-07-19
红花,5.00,6.00,7.00,荔枝类,斤,2021-07-19
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-19
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-19
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-19
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-19
圣女果（千禧）,4.00,4.50,5.00,其他类,斤,2021-07-19
百香果,10.00,11.00,12.00,其他类,斤,2021-07-19
冬枣,12.00,16.00,20.00,其他类,斤,2021-07-19
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-19
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-19
火龙果,4.00,5.00,6.00,其他类,斤,2021-07-19
木瓜,3.00,3.15,3.30,其他类,斤,2021-07-19
柠檬,3.50,3.75,4.00,其他类,斤,2021-07-19
石榴（四川）,4.00,5.00,6.00,其他类,斤,2021-07-19
青皮核桃,1.30,1.40,1.50,其他类,斤,2021-07-19
去皮核桃,4.00,4.20,4.40,其他类,斤,2021-07-19
姑娘果（灯笼果）,10.00,12.50,15.00,其他类,斤,2021-07-19
鸭梨,1.20,1.30,1.40,梨类,斤,2021-07-19
雪花梨,1.20,1.25,1.30,梨类,斤,2021-07-19
皇冠梨（标箱）,1.80,1.90,2.00,梨类,斤,2021-07-19
网纹,2.50,2.75,3.00,甜瓜类,斤,2021-07-19
西洲蜜,1.30,1.55,1.80,甜瓜类,斤,2021-07-19
24白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-07-19
羊角蜜,2.40,2.70,3.00,甜瓜类,斤,2021-07-19
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-19
久红瑞,1.30,1.45,1.60,甜瓜类,斤,2021-07-19
脆梨,1.60,1.70,1.80,甜瓜类,斤,2021-07-19
绿宝甜瓜,2.50,3.25,4.00,甜瓜类,斤,2021-07-19
博阳（系列）,1.50,2.25,3.00,甜瓜类,斤,2021-07-19
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-07-19
东北香瓜,2.00,2.25,2.50,甜瓜类,斤,2021-07-19
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-19
富士（纸+膜袋）,1.20,1.60,2.00,苹果类,斤,2021-07-19
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-19
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-19
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-19
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-19
秦阳,1.50,1.95,2.40,苹果类,斤,2021-07-19
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-19
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-19
丰水梨,1.20,1.60,2.00,梨类,斤,2021-07-18
酥梨,1.50,1.60,1.70,梨类,斤,2021-07-18
库尔勒香梨,3.00,3.25,3.50,梨类,斤,2021-07-18
红香酥梨7号,1.30,1.40,1.50,梨类,斤,2021-07-18
红啤梨,3.00,3.25,3.50,梨类,斤,2021-07-18
早酥梨,1.20,1.35,1.50,梨类,斤,2021-07-18
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-18
伦晚,2.40,2.70,3.00,柑橘类,斤,2021-07-18
油桃,1.50,2.75,4.00,桃李杏类,斤,2021-07-18
蟠桃,3.50,5.00,6.50,桃李杏类,斤,2021-07-18
水蜜桃,3.80,6.40,9.00,桃李杏类,斤,2021-07-18
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-18
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-18
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-18
京红桃,1.80,2.40,3.00,桃李杏类,斤,2021-07-18
黄油蟠,3.50,4.75,6.00,桃李杏类,斤,2021-07-18
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-18
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-18
吊干杏,12.00,15.00,18.00,桃李杏类,斤,2021-07-18
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-18
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-15
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-15
甜王,0.80,1.00,1.20,西瓜类,斤,2021-07-15
硒沙瓜,1.20,1.30,1.40,西瓜类,斤,2021-07-15
蜜童,1.40,1.60,1.80,西瓜类,斤,2021-07-15
墨童西瓜,1.40,1.55,1.70,西瓜类,斤,2021-07-15
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-07-15
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-15
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-07-15
皇帝(小米）香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-15
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-07-15
黄金瓜／金蜜,2.00,2.10,2.20,甜瓜类,斤,2021-07-15
玉菇,1.50,1.75,2.00,甜瓜类,斤,2021-07-15
网纹,2.50,2.75,3.00,甜瓜类,斤,2021-07-15
西洲蜜,1.30,1.55,1.80,甜瓜类,斤,2021-07-15
24白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-07-15
羊角蜜,2.40,2.70,3.00,甜瓜类,斤,2021-07-15
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-15
久红瑞,1.30,1.45,1.60,甜瓜类,斤,2021-07-15
脆梨,1.60,1.70,1.80,甜瓜类,斤,2021-07-15
吊干杏,12.00,15.00,18.00,桃李杏类,斤,2021-07-19
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-19
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-19
串红杏,1.00,1.25,1.50,桃李杏类,斤,2021-07-19
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-19
麒麟、甜蜜蜜,1.60,2.05,2.50,西瓜类,斤,2021-07-19
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-19
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-19
甜王,1.00,1.25,1.50,西瓜类,斤,2021-07-19
硒沙瓜,1.20,1.35,1.50,西瓜类,斤,2021-07-19
蜜童,2.00,2.25,2.50,西瓜类,斤,2021-07-19
墨童西瓜,2.00,2.20,2.40,西瓜类,斤,2021-07-19
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-07-19
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-19
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-07-19
皇帝(小米）香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-19
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-07-19
黄金瓜／金蜜,2.00,2.10,2.20,甜瓜类,斤,2021-07-19
玉菇,1.50,1.75,2.00,甜瓜类,斤,2021-07-19
金红宝,1.50,1.60,1.70,甜瓜类,斤,2021-07-19
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-18
串红杏,1.00,1.25,1.50,桃李杏类,斤,2021-07-18
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-18
麒麟、甜蜜蜜,1.60,2.05,2.50,西瓜类,斤,2021-07-18
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-18
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-18
甜王,1.00,1.25,1.50,西瓜类,斤,2021-07-18
硒沙瓜,1.20,1.35,1.50,西瓜类,斤,2021-07-18
蜜童,1.60,1.80,2.00,西瓜类,斤,2021-07-18
墨童西瓜,1.60,1.70,1.80,西瓜类,斤,2021-07-18
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-07-18
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-18
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-07-18
皇帝(小米）香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-18
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-07-18
黄金瓜／金蜜,2.00,2.10,2.20,甜瓜类,斤,2021-07-18
玉菇,1.50,1.75,2.00,甜瓜类,斤,2021-07-18
金红宝,1.40,1.60,1.80,甜瓜类,斤,2021-07-18
网纹,2.50,2.75,3.00,甜瓜类,斤,2021-07-18
西洲蜜,1.30,1.55,1.80,甜瓜类,斤,2021-07-18
绿宝甜瓜,2.50,3.25,4.00,甜瓜类,斤,2021-07-15
博阳（系列）,1.50,2.25,3.00,甜瓜类,斤,2021-07-15
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-07-15
东北香瓜,2.00,2.25,2.50,甜瓜类,斤,2021-07-15
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-15
富士（纸+膜袋）,1.20,1.60,2.00,苹果类,斤,2021-07-15
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-15
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-15
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-15
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-15
秦阳,1.50,1.95,2.40,苹果类,斤,2021-07-15
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-15
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-15
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-15
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-15
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-15
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-15
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-15
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-15
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-15
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-19
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-19
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-18
圣女果（千禧）,4.00,4.50,5.00,其他类,斤,2021-07-18
百香果,10.00,11.00,12.00,其他类,斤,2021-07-18
冬枣,12.00,16.00,20.00,其他类,斤,2021-07-18
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-18
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-18
火龙果,4.00,5.00,6.00,其他类,斤,2021-07-18
木瓜,3.00,3.50,4.00,其他类,斤,2021-07-18
柠檬,3.50,3.75,4.00,其他类,斤,2021-07-18
石榴（四川）,4.00,5.00,6.00,其他类,斤,2021-07-18
青皮核桃,1.30,1.40,1.50,其他类,斤,2021-07-18
去皮核桃,4.00,4.20,4.40,其他类,斤,2021-07-18
姑娘果（灯笼果）,10.00,12.50,15.00,其他类,斤,2021-07-18
鸭梨,1.20,1.30,1.40,梨类,斤,2021-07-18
雪花梨,1.20,1.25,1.30,梨类,斤,2021-07-18
皇冠梨（标箱）,1.80,1.90,2.00,梨类,斤,2021-07-18
青皇冠,1.50,1.60,1.70,梨类,斤,2021-07-18
绿宝石,1.40,1.50,1.60,梨类,斤,2021-07-18
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-15
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-15
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-15
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-15
台农小芒果,3.00,3.50,4.00,芒果类,斤,2021-07-15
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-15
红金龙,3.50,4.75,6.00,芒果类,斤,2021-07-15
热龙芒果,3.50,3.75,4.00,芒果类,斤,2021-07-15
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-15
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-07-15
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-15
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-15
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-15
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-15
金煌芒果,3.00,3.50,4.00,芒果类,斤,2021-07-15
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-15
红花,3.50,4.25,5.00,荔枝类,斤,2021-07-15
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-15
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-15
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-15
24白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-07-18
羊角蜜,2.40,2.70,3.00,甜瓜类,斤,2021-07-18
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-18
久红瑞,1.30,1.45,1.60,甜瓜类,斤,2021-07-18
脆梨,1.60,1.70,1.80,甜瓜类,斤,2021-07-18
绿宝甜瓜,2.50,3.25,4.00,甜瓜类,斤,2021-07-18
博阳（系列）,1.50,2.25,3.00,甜瓜类,斤,2021-07-18
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-07-18
东北香瓜,2.00,2.25,2.50,甜瓜类,斤,2021-07-18
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-18
富士（纸+膜袋）,1.20,1.60,2.00,苹果类,斤,2021-07-18
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-18
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-18
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-18
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-18
秦阳,1.50,1.95,2.40,苹果类,斤,2021-07-18
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-18
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-18
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-18
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-18
姑娘果（灯笼果）,10.00,12.50,15.00,其他类,斤,2021-07-17
鸭梨,1.20,1.30,1.40,梨类,斤,2021-07-17
雪花梨,1.20,1.25,1.30,梨类,斤,2021-07-17
皇冠梨（标箱）,1.80,1.90,2.00,梨类,斤,2021-07-17
青皇冠,1.50,1.60,1.70,梨类,斤,2021-07-17
绿宝石,1.40,1.50,1.60,梨类,斤,2021-07-17
丰水梨,1.20,1.60,2.00,梨类,斤,2021-07-17
酥梨,1.50,1.60,1.70,梨类,斤,2021-07-17
库尔勒香梨,3.00,3.25,3.50,梨类,斤,2021-07-17
红香酥梨7号,1.30,1.40,1.50,梨类,斤,2021-07-17
红啤梨,3.00,3.25,3.50,梨类,斤,2021-07-17
早酥梨,1.20,1.35,1.50,梨类,斤,2021-07-17
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-17
伦晚,2.40,2.70,3.00,柑橘类,斤,2021-07-17
油桃,1.50,2.75,4.00,桃李杏类,斤,2021-07-17
蟠桃,3.50,5.00,6.50,桃李杏类,斤,2021-07-17
水蜜桃,3.80,6.40,9.00,桃李杏类,斤,2021-07-17
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-17
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-17
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-17
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-18
红花,4.00,4.50,5.00,荔枝类,斤,2021-07-18
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-18
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-18
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-18
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-18
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-18
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-18
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-17
圣女果（千禧）,4.00,4.50,5.00,其他类,斤,2021-07-17
百香果,10.00,11.00,12.00,其他类,斤,2021-07-17
冬枣,12.00,16.00,20.00,其他类,斤,2021-07-17
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-17
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-17
火龙果,4.00,5.00,6.00,其他类,斤,2021-07-17
木瓜,3.00,3.15,3.30,其他类,斤,2021-07-17
柠檬,3.50,3.75,4.00,其他类,斤,2021-07-17
石榴（四川）,4.00,5.00,6.00,其他类,斤,2021-07-17
青皮核桃,1.30,1.40,1.50,其他类,斤,2021-07-17
去皮核桃,4.00,4.20,4.40,其他类,斤,2021-07-17
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-18
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-18
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-18
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-18
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-18
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-18
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-18
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-18
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-18
台农小芒果,3.00,3.50,4.00,芒果类,斤,2021-07-18
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-18
红金龙,3.50,4.50,5.50,芒果类,斤,2021-07-18
热龙芒果,3.50,3.75,4.00,芒果类,斤,2021-07-18
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-18
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-07-18
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-18
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-18
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-18
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-18
金煌芒果,3.00,3.50,4.00,芒果类,斤,2021-07-18
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-15
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-15
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-15
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-15
红花,3.50,4.25,5.00,荔枝类,斤,2021-07-14
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-14
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-14
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-14
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-14
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-14
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-14
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-14
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-14
百香果,10.00,11.00,12.00,其他类,斤,2021-07-14
冬枣,12.00,16.00,20.00,其他类,斤,2021-07-14
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-14
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-14
火龙果,3.00,4.00,5.00,其他类,斤,2021-07-14
木瓜,3.00,3.15,3.30,其他类,斤,2021-07-14
柠檬,3.50,3.75,4.00,其他类,斤,2021-07-14
秦阳,1.50,1.95,2.40,苹果类,斤,2021-07-17
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-17
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-17
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-17
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-17
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-17
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-17
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-17
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-17
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-17
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-17
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-17
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-17
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-17
台农小芒果,3.00,3.50,4.00,芒果类,斤,2021-07-17
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-17
红金龙,3.50,4.50,5.50,芒果类,斤,2021-07-17
热龙芒果,3.50,3.75,4.00,芒果类,斤,2021-07-17
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-17
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-07-17
京红桃,1.80,2.40,3.00,桃李杏类,斤,2021-07-17
黄油蟠,3.50,4.75,6.00,桃李杏类,斤,2021-07-17
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-17
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-17
吊干杏,12.00,15.00,18.00,桃李杏类,斤,2021-07-17
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-17
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-17
